,skeleton_file,skeleton_frames,exo_file_1,exo_frames_1,exo_file_2,exo_frames_2,ego_file_2,ego_frames_2,ego_file_3,ego_frames_3
118,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_12/Trial_1/new_processed_skeletons.csv,3746,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_12/Trial_1/processed_exo_zed_1.mp4,3744,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_12/Trial_1/processed_exo_zed_2.mp4,3744,,0,,0
119,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_12/Trial_2/new_processed_skeletons.csv,3751,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_12/Trial_2/processed_exo_zed_1.mp4,3749,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_12/Trial_2/processed_exo_zed_2.mp4,3749,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_12/Trial_2/processed_ego_agent_2.mp4,3750,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_12/Trial_2/processed_ego_agent_3.mp4,3750
120,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_12/Trial_3/new_processed_skeletons.csv,4314,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_12/Trial_3/processed_exo_zed_1.mp4,4312,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_12/Trial_3/processed_exo_zed_2.mp4,4312,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_12/Trial_3/processed_ego_agent_2.mp4,4313,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_12/Trial_3/processed_ego_agent_3.mp4,4313
121,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_12/Trial_4/new_processed_skeletons.csv,4010,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_12/Trial_4/processed_exo_zed_1.mp4,4008,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_12/Trial_4/processed_exo_zed_2.mp4,4008,,0,,0
122,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_14/Trial_1/new_processed_skeletons.csv,4390,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_14/Trial_1/processed_exo_zed_1.mp4,4388,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_14/Trial_1/processed_exo_zed_2.mp4,4388,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_14/Trial_1/processed_ego_agent_2.mp4,4389,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_14/Trial_1/processed_ego_agent_3.mp4,4389
123,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_14/Trial_2/new_processed_skeletons.csv,5360,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_14/Trial_2/processed_exo_zed_1.mp4,5358,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_14/Trial_2/processed_exo_zed_2.mp4,5358,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_14/Trial_2/processed_ego_agent_2.mp4,5359,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_14/Trial_2/processed_ego_agent_3.mp4,5359
124,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_14/Trial_3/new_processed_skeletons.csv,6054,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_14/Trial_3/processed_exo_zed_1.mp4,6052,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_14/Trial_3/processed_exo_zed_2.mp4,6052,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_14/Trial_3/processed_ego_agent_2.mp4,6053,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_14/Trial_3/processed_ego_agent_3.mp4,6053
125,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_16/Trial_1/new_processed_skeletons.csv,4762,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_16/Trial_1/processed_exo_zed_1.mp4,4760,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_16/Trial_1/processed_exo_zed_2.mp4,4760,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_16/Trial_1/processed_ego_agent_2.mp4,4761,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_16/Trial_1/processed_ego_agent_3.mp4,4761
126,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_16/Trial_2/new_processed_skeletons.csv,4821,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_16/Trial_2/processed_exo_zed_1.mp4,4819,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_16/Trial_2/processed_exo_zed_2.mp4,4819,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_16/Trial_2/processed_ego_agent_2.mp4,4820,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_16/Trial_2/processed_ego_agent_3.mp4,4820
127,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_16/Trial_3/new_processed_skeletons.csv,4455,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_16/Trial_3/processed_exo_zed_1.mp4,4453,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_16/Trial_3/processed_exo_zed_2.mp4,4453,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_16/Trial_3/processed_ego_agent_2.mp4,4454,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_16/Trial_3/processed_ego_agent_3.mp4,4454
128,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_18/Trial_1/new_processed_skeletons.csv,6934,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_18/Trial_1/processed_exo_zed_1.mp4,6932,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_18/Trial_1/processed_exo_zed_2.mp4,6932,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_18/Trial_1/processed_ego_agent_2.mp4,6933,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_18/Trial_1/processed_ego_agent_3.mp4,6933
129,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_18/Trial_2/new_processed_skeletons.csv,5319,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_18/Trial_2/processed_exo_zed_1.mp4,5317,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_18/Trial_2/processed_exo_zed_2.mp4,5317,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_18/Trial_2/processed_ego_agent_2.mp4,5318,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_18/Trial_2/processed_ego_agent_3.mp4,5318
130,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_18/Trial_3/new_processed_skeletons.csv,4385,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_18/Trial_3/processed_exo_zed_1.mp4,4383,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_18/Trial_3/processed_exo_zed_2.mp4,4383,,0,,0
131,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_20/Trial_1/new_processed_skeletons.csv,3949,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_20/Trial_1/processed_exo_zed_1.mp4,3947,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_20/Trial_1/processed_exo_zed_2.mp4,3947,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_20/Trial_1/processed_ego_agent_2.mp4,3948,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_20/Trial_1/processed_ego_agent_3.mp4,3948
132,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_20/Trial_2/new_processed_skeletons.csv,4158,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_20/Trial_2/processed_exo_zed_1.mp4,4156,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_20/Trial_2/processed_exo_zed_2.mp4,4156,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_20/Trial_2/processed_ego_agent_2.mp4,4157,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_20/Trial_2/processed_ego_agent_3.mp4,4157
133,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_20/Trial_3/new_processed_skeletons.csv,4469,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_20/Trial_3/processed_exo_zed_1.mp4,4467,/scratch/msy9an/data/tro_data/HRC/Variation_2/Group_20/Trial_3/processed_exo_zed_2.mp4,4467,,0,,0
